salesperson_id,sales_value,sales_date,sales_region,sales_channel,sales_quantity,customer_name,customer_email,customer_country
271,7599.2,6/2/2021,North America,Direct sales,735,Tye Hunte,thunte7i@imdb.com,Sweden
272,8932.0,4/5/2021,Asia,Direct sales,236,Katheryn Pettegre,kpettegre7j@ocn.ne.jp,Brazil
273,5136.07,3/18/2021,North America,Distributor,84,Valentijn Sturton,vsturton7k@amazon.com,Senegal
274,4293.91,7/19/2021,Asia,Online,505,Dani Sharpe,dsharpe7l@ucla.edu,Philippines
275,3616.12,2/20/2021,Europe,Distributor,406,Doy Edens,dedens7m@businessinsider.com,Greece
276,3067.89,12/25/2021,North America,In-store,188,Jude Itzkovwitch,jitzkovwitch7n@sbwire.com,Ivory Coast
277,9102.88,9/22/2021,Europe,Direct sales,444,Moore Blethyn,mblethyn7o@tinypic.com,Indonesia
278,9794.08,9/24/2021,South America,Distributor,67,Dorree Elliot,delliot7p@hatena.ne.jp,China
279,6881.23,4/3/2021,South America,Distributor,678,Mark Boothroyd,mboothroyd7q@t-online.de,China
280,1976.19,7/3/2021,North America,Distributor,733,Ermin Judkins,ejudkins7r@marriott.com,Sweden
281,6179.11,5/23/2021,North America,Online,867,Halie Dulwitch,hdulwitch7s@pagesperso-orange.fr,Indonesia
282,6342.02,6/25/2021,Africa,In-store,813,Torrey Chaulk,tchaulk7t@boston.com,Russia
283,209.07,4/12/2021,Africa,Distributor,276,Aeriel Stoller,astoller7u@shinystat.com,China
284,7320.48,8/10/2021,Africa,Online,462,Wes Garnsey,wgarnsey7v@jalbum.net,Philippines
285,7813.53,7/27/2021,North America,In-store,488,Peder Pittet,ppittet7w@bbb.org,China
286,2148.98,9/30/2021,Asia,Direct sales,834,Silvie Sally,ssally7x@berkeley.edu,Sweden
287,764.63,6/7/2021,Africa,Distributor,132,Alain Castillou,acastillou7y@wisc.edu,Philippines
288,534.81,9/4/2021,South America,Online,5,Tasia McCandie,tmccandie7z@cloudflare.com,Portugal
289,8289.79,9/1/2021,Europe,Online,943,Oliviero Duferie,oduferie80@weather.com,Tanzania
290,1869.96,11/19/2021,Africa,Online,188,Estele Bamell,ebamell81@multiply.com,Iran
291,4275.63,3/30/2021,North America,In-store,175,Verile Spurdon,vspurdon82@springer.com,China
292,454.68,11/27/2021,Asia,Direct sales,540,Karie Bachellier,kbachellier83@ucoz.com,Indonesia
293,1987.95,4/20/2021,Europe,Distributor,759,Noel Neale,nneale84@networkadvertising.org,China
294,5335.27,8/22/2021,Europe,Online,494,Cesaro Dummett,cdummett85@yelp.com,China
295,5571.35,9/7/2021,Africa,Online,672,Gage Mabbitt,gmabbitt86@noaa.gov,Brazil
296,4727.37,11/17/2021,Europe,Direct sales,775,Hester Potell,hpotell87@timesonline.co.uk,Croatia
297,2312.79,12/21/2021,Africa,In-store,32,Nehemiah Rayman,nrayman88@domainmarket.com,Vietnam
298,2895.9,4/11/2021,North America,In-store,118,Esther Jillett,ejillett89@edublogs.org,Poland
299,8196.03,1/10/2021,North America,Direct sales,689,Anna-diane Kenford,akenford8a@scribd.com,United States
300,3245.08,8/24/2021,North America,In-store,549,Samantha Brummell,sbrummell8b@comcast.net,Colombia
301,3398.48,5/23/2021,North America,Distributor,44,Lauren Godard,lgodard8c@hc360.com,Brazil
302,2785.82,5/1/2021,Africa,Online,267,Rutledge Druce,rdruce8d@dailymotion.com,France
303,6842.71,8/26/2021,Asia,Direct sales,66,Hanson Hartlebury,hhartlebury8e@nih.gov,Ukraine
304,9143.93,9/1/2021,North America,Direct sales,535,Cayla Trimmill,ctrimmill8f@yolasite.com,China
305,7565.98,7/16/2021,Africa,Online,268,Jillane Genn,jgenn8g@hugedomains.com,Mexico
306,9921.34,5/7/2021,North America,Distributor,509,Mel Jonuzi,mjonuzi8h@tuttocitta.it,China
307,9100.98,9/8/2021,Europe,Distributor,176,Kele Mabb,kmabb8i@instagram.com,Germany
308,9782.63,2/22/2021,South America,Direct sales,424,Bartel Harses,bharses8j@1688.com,Sweden
309,2888.27,10/26/2021,Asia,In-store,956,Jere Cardall,jcardall8k@mapquest.com,Sweden
310,4259.19,7/6/2021,North America,In-store,478,Dell Miners,dminers8l@a8.net,Switzerland
311,8404.71,1/23/2021,Asia,Direct sales,791,Felicle Spottiswoode,fspottiswoode8m@uol.com.br,Russia
312,8072.16,7/15/2021,Africa,Direct sales,48,Kata Paget,kpaget8n@thetimes.co.uk,China
313,847.52,8/19/2021,South America,Direct sales,62,Helga Thams,hthams8o@t-online.de,Gabon
314,2274.41,8/23/2021,Europe,Online,631,Andee Snaddon,asnaddon8p@slashdot.org,Ukraine
315,1827.72,4/21/2021,Europe,Online,26,Eolanda Trayes,etrayes8q@webs.com,France
316,6711.12,2/27/2021,North America,Online,137,Gawen Wigan,gwigan8r@dagondesign.com,Czech Republic
317,3235.54,1/6/2021,Europe,In-store,81,Ambrose Arendt,aarendt8s@theatlantic.com,China
318,5379.14,12/26/2021,Asia,Distributor,308,Carver Dubock,cdubock8t@chron.com,Canada
319,7924.74,3/6/2021,Europe,Distributor,824,Ransell Arnley,rarnley8u@ustream.tv,Indonesia
320,3478.86,4/14/2021,Africa,In-store,412,Sharron Lantry,slantry8v@bloomberg.com,Mexico
321,3732.88,3/26/2021,Europe,Online,840,Marta Delong,mdelong8w@creativecommons.org,Finland
322,6351.99,10/5/2021,Europe,Direct sales,182,Clarabelle Yvens,cyvens8x@cdc.gov,Indonesia
323,6.68,4/3/2021,South America,In-store,717,Colan Youens,cyouens8y@msn.com,Brazil
324,3541.11,10/16/2021,North America,Direct sales,11,Hughie Antoney,hantoney8z@163.com,Philippines
325,4725.99,8/24/2021,Asia,In-store,103,Harv Itshak,hitshak90@vinaora.com,China
326,6561.52,8/3/2021,North America,Online,209,Berry Ormiston,bormiston91@ebay.co.uk,Saudi Arabia
327,9298.74,6/15/2021,Asia,Direct sales,998,Agna Cops,acops92@elegantthemes.com,Portugal
328,9263.0,8/30/2021,Europe,Online,945,Natka Panas,npanas93@live.com,Syria
329,6502.48,10/18/2021,North America,Direct sales,744,Lauralee Lockney,llockney94@deviantart.com,Vietnam
330,6404.8,8/20/2021,Europe,In-store,72,Rossie Lorentzen,rlorentzen95@ft.com,China
331,4837.05,12/26/2021,South America,Direct sales,99,Karlotta Wardle,kwardle96@cnn.com,Russia
332,6544.73,7/16/2021,Europe,Direct sales,37,Prentice Bickardike,pbickardike97@gravatar.com,Philippines
333,3893.93,6/30/2021,Africa,Distributor,832,Brooke Hyndson,bhyndson98@marketwatch.com,Peru
334,5493.48,8/11/2021,Africa,Distributor,229,Cherye Dericot,cdericot99@statcounter.com,Indonesia
335,2819.19,11/13/2021,Europe,Online,468,Hildegarde Biesty,hbiesty9a@gravatar.com,Bangladesh
336,6778.56,6/25/2021,Europe,In-store,87,Janella Ekins,jekins9b@360.cn,Poland
337,3450.93,1/26/2021,North America,Online,640,Mervin McCracken,mmccracken9c@jiathis.com,Morocco
338,8503.52,2/8/2021,Asia,Online,361,Sidney Postan,spostan9d@wix.com,Czech Republic
339,4589.45,9/10/2021,Europe,In-store,726,Felice Layman,flayman9e@printfriendly.com,Papua New Guinea
340,7028.01,11/24/2021,Europe,Direct sales,211,Teddy McAmish,tmcamish9f@hubpages.com,Brazil
341,966.21,11/25/2021,North America,Online,880,Renate Gilfillan,rgilfillan9g@behance.net,China
342,9454.21,4/9/2021,Africa,Distributor,484,Susanetta Burris,sburris9h@flickr.com,Russia
343,8499.26,8/4/2021,South America,In-store,809,Alan Stickels,astickels9i@latimes.com,Sweden
344,8280.15,1/15/2021,Africa,Distributor,884,Angelina Bitterton,abitterton9j@wsj.com,Finland
345,9646.93,1/29/2021,South America,Direct sales,31,Dud Harle,dharle9k@google.com,Albania
346,3069.0,1/3/2021,Asia,Online,875,Terrell Briddle,tbriddle9l@comcast.net,Philippines
347,1243.43,5/21/2021,South America,In-store,588,Marissa Ferrant,mferrant9m@github.com,Sweden
348,3086.18,11/27/2021,Africa,Distributor,188,Gerry Eisikowitch,geisikowitch9n@howstuffworks.com,China
349,3098.48,8/23/2021,Asia,Distributor,551,Waiter Attwater,wattwater9o@pen.io,China
350,3514.46,11/24/2021,Africa,Direct sales,541,Powell Blaxton,pblaxton9p@seesaa.net,Mexico
351,953.65,12/8/2021,North America,Distributor,711,Florenza Aris,faris9q@nyu.edu,Indonesia
352,1474.96,10/4/2021,Asia,Direct sales,388,Marlee Soanes,msoanes9r@netvibes.com,Colombia
353,8269.37,9/4/2021,Asia,Direct sales,251,Reina Catterick,rcatterick9s@statcounter.com,Spain
354,9853.81,2/16/2021,Asia,Distributor,30,Jodie Bampfield,jbampfield9t@youtu.be,Japan
355,3016.97,1/19/2021,Africa,In-store,575,Petronella Fillimore,pfillimore9u@europa.eu,Indonesia
356,276.44,6/10/2021,Europe,Direct sales,23,Keeley Duinbleton,kduinbleton9v@bloomberg.com,Vietnam
357,5787.05,8/27/2021,Europe,Distributor,225,Tilly Drayton,tdrayton9w@ftc.gov,Indonesia
358,8589.64,7/26/2021,South America,Online,680,Haley Purvey,hpurvey9x@businesswire.com,Indonesia
359,6887.62,10/2/2021,South America,Online,123,Raphael Quibell,rquibell9y@yellowbook.com,Brazil
360,8242.2,8/8/2021,Europe,Distributor,996,Luciana Duley,lduley9z@w3.org,Russia
361,9173.2,6/2/2021,Asia,In-store,318,Pietra Edworthy,pedworthya0@google.com.br,Bulgaria
362,3393.46,1/18/2021,Africa,Online,834,Sybila Mcasparan,smcasparana1@forbes.com,China
363,8252.06,12/11/2021,South America,Online,453,Ariella Heatly,aheatlya2@huffingtonpost.com,Thailand
364,3263.81,4/18/2021,North America,In-store,206,Moshe Ricart,mricarta3@about.com,Czech Republic
365,4844.36,12/17/2021,North America,Online,632,Frants Chipping,fchippinga4@blogtalkradio.com,China
366,928.73,1/27/2021,North America,Online,315,Dmitri Winthrop,dwinthropa5@loc.gov,Russia
367,2510.07,8/1/2021,South America,In-store,968,Daffy Jaume,djaumea6@time.com,China
368,1778.3,8/20/2021,Asia,Distributor,649,Marion Byass,mbyassa7@delicious.com,Russia
369,7262.1,9/22/2021,South America,Online,863,Trudie Beccera,tbecceraa8@state.tx.us,Czech Republic
370,9964.72,8/15/2021,Europe,Direct sales,389,Darb Bidgod,dbidgoda9@ow.ly,Kosovo
371,8434.06,3/12/2021,North America,In-store,595,Daffy Melliard,dmelliardaa@imgur.com,Russia
372,2768.01,1/27/2021,Asia,In-store,347,Jennifer Geraldini,jgeraldiniab@marriott.com,Canada
373,7079.96,3/23/2021,Asia,In-store,593,Farica Hall-Gough,fhallgoughac@stumbleupon.com,Indonesia
374,4621.12,9/25/2021,North America,Online,933,Velvet Balston,vbalstonad@nymag.com,France
375,4317.37,6/3/2021,Africa,Direct sales,440,Ulises Sangster,usangsterae@wired.com,China
376,9174.78,9/7/2021,North America,Direct sales,150,Thelma MacGauhy,tmacgauhyaf@blog.com,Brazil
377,269.48,5/31/2021,Europe,Distributor,892,Aksel Wilcox,awilcoxag@shop-pro.jp,Russia
378,8499.88,3/27/2021,Africa,Direct sales,143,Hubert Asple,haspleah@simplemachines.org,Ukraine
379,261.24,12/21/2021,South America,Distributor,913,Gilbertina Summerill,gsummerillai@issuu.com,Czech Republic
380,1445.18,9/25/2021,North America,In-store,82,Cookie Manktelow,cmanktelowaj@salon.com,China
381,1217.96,1/12/2021,Europe,In-store,948,Roderick Peare,rpeareak@cmu.edu,Philippines
382,6023.01,2/17/2021,South America,In-store,309,Wilmer Sant,wsantal@scribd.com,Bulgaria
383,6044.15,3/23/2021,North America,Online,274,Tasia Jedrychowski,tjedrychowskiam@nhs.uk,El Salvador
384,731.7,9/2/2021,Asia,Online,1000,Meir Lorden,mlordenan@rediff.com,Cuba
385,6878.07,4/23/2021,Africa,Online,494,Bird Renackowna,brenackownaao@behance.net,Brazil
386,4569.98,6/12/2021,Africa,In-store,845,Lindsey Van Salzberger,lvanap@hibu.com,Indonesia
387,9378.66,2/14/2021,South America,Direct sales,895,Abe Drage,adrageaq@opera.com,China
388,2539.65,8/28/2021,North America,Distributor,226,Lammond Ashurst,lashurstar@woothemes.com,Poland
389,4295.16,11/27/2021,Europe,Distributor,428,Maria Smy,msmyas@lulu.com,Greenland
390,228.9,6/10/2021,Europe,Distributor,6,Livy Alcock,lalcockat@ebay.com,China
391,2393.01,11/14/2021,Africa,In-store,383,Ashien Vauter,avauterau@berkeley.edu,Indonesia
392,9398.94,8/8/2021,Asia,Direct sales,661,Rees Grabham,rgrabhamav@posterous.com,Honduras
393,3795.68,3/18/2021,North America,Online,127,Cthrine Drust,cdrustaw@sciencedaily.com,Poland
394,2583.23,3/17/2021,North America,In-store,981,Daveta Laraway,dlarawayax@symantec.com,Sweden
395,7957.67,6/26/2021,South America,Direct sales,377,Kissiah Pinching,kpinchingay@washington.edu,Russia
396,4308.14,12/10/2021,Asia,Direct sales,436,Nina Mottley,nmottleyaz@adobe.com,Peru
397,340.33,1/8/2021,North America,Distributor,885,Tori Enden,tendenb0@creativecommons.org,Nigeria
398,1276.62,3/22/2021,Africa,Direct sales,413,Nobe Burriss,nburrissb1@yolasite.com,France
399,8692.52,8/27/2021,Europe,Online,289,Orion Wherry,owherryb2@google.ca,Sweden
400,8352.45,6/30/2021,Europe,Online,383,Dodi Freak,dfreakb3@trellian.com,Madagascar
401,7627.0,8/20/2021,Asia,In-store,237,Rachael Pottery,rpotteryb4@pagesperso-orange.fr,Poland
402,9478.14,5/18/2021,North America,Direct sales,4,Gena Duncanson,gduncansonb5@hud.gov,Thailand
403,2828.92,11/6/2021,South America,In-store,631,Amber Donegan,adoneganb6@vistaprint.com,Indonesia
404,3385.76,9/26/2021,Europe,Online,560,Dana Cross,dcrossb7@nymag.com,Nicaragua
405,5009.28,3/26/2021,Europe,Online,815,Elna Olifard,eolifardb8@noaa.gov,Mali
406,1943.46,3/26/2021,Africa,Online,839,Shayna Sanford,ssanfordb9@weather.com,Russia
407,6788.39,5/15/2021,Africa,Direct sales,179,Ferdinand Fincken,ffinckenba@last.fm,Ukraine
408,2895.29,2/15/2021,South America,In-store,858,Hynda Avramovsky,havramovskybb@hhs.gov,China
409,8161.58,12/29/2021,North America,Direct sales,69,Jule Bartels-Ellis,jbartelsellisbc@i2i.jp,Sweden
410,8191.92,10/21/2021,Asia,Online,97,Clarey Wevell,cwevellbd@walmart.com,Czech Republic
411,7884.19,11/30/2021,South America,Distributor,628,Estelle Tafani,etafanibe@pagesperso-orange.fr,El Salvador
412,7727.97,3/25/2021,Africa,Distributor,907,Essa McMenamin,emcmenaminbf@networkadvertising.org,Brazil
413,4697.35,9/15/2021,North America,Online,359,Dehlia Oppy,doppybg@imageshack.us,Sweden
414,4509.67,1/31/2021,Asia,Online,676,Winifield Sterling,wsterlingbh@vk.com,South Africa
415,5992.53,3/28/2021,North America,In-store,357,Lois Folonin,lfoloninbi@discuz.net,Ukraine
416,4865.83,9/2/2021,South America,Direct sales,949,Verney Vazquez,vvazquezbj@amazon.co.uk,South Africa
417,6506.55,1/15/2021,Asia,In-store,994,Huntley Lynock,hlynockbk@macromedia.com,Sri Lanka
418,6861.92,12/7/2021,Africa,Direct sales,403,Kristine Streets,kstreetsbl@taobao.com,New Zealand
419,7648.08,11/10/2021,Europe,Online,479,Bengt Railton,brailtonbm@list-manage.com,Philippines
420,1928.18,1/16/2021,Asia,Online,530,Dukie Pentin,dpentinbn@aboutads.info,Indonesia
421,9508.68,3/4/2021,Europe,Distributor,10,Elisabetta McPhail,emcphailbo@fc2.com,Indonesia
422,5672.92,7/21/2021,Asia,Direct sales,260,Roda Tripcony,rtripconybp@harvard.edu,China
423,7982.13,2/19/2021,Asia,Direct sales,999,Jelene Aronow,jaronowbq@pagesperso-orange.fr,Canada
424,5724.5,11/14/2021,North America,Distributor,897,Cori Chrisp,cchrispbr@ft.com,Mexico
425,8294.78,7/25/2021,Africa,Direct sales,930,Lauretta Bennoe,lbennoebs@csmonitor.com,Portugal
426,5935.94,5/16/2021,Europe,Distributor,604,Norine Graysmark,ngraysmarkbt@t-online.de,Nigeria
427,3626.61,12/26/2021,Europe,Online,991,Benji Bulstrode,bbulstrodebu@ustream.tv,France
428,5572.89,2/24/2021,Europe,In-store,229,Jarvis Lattka,jlattkabv@jiathis.com,Palestinian Territory
429,5446.51,3/10/2021,Africa,Direct sales,321,Adria Benedite,abeneditebw@ycombinator.com,China
430,2818.97,1/30/2021,North America,Online,451,Bridgette Bursnoll,bbursnollbx@tuttocitta.it,Brazil
431,3933.85,5/12/2021,Africa,Distributor,907,Forbes Sperski,fsperskiby@cnbc.com,Philippines
432,8356.89,1/19/2021,North America,In-store,516,Cliff Gwyther,cgwytherbz@fema.gov,Indonesia
433,8449.91,11/16/2021,Europe,Online,971,Kareem Astell,kastellc0@example.com,China
434,6653.47,9/21/2021,South America,Online,354,Gina Elgood,gelgoodc1@cornell.edu,China
435,2736.01,11/23/2021,South America,Direct sales,501,Ivy Godar,igodarc2@ucoz.com,Sudan
436,1601.15,11/10/2021,North America,In-store,421,Luciano Turfes,lturfesc3@guardian.co.uk,Philippines
437,7275.89,2/4/2021,Africa,Online,117,Mariska Minnis,mminnisc4@umn.edu,Sweden
438,9462.71,11/4/2021,Africa,Direct sales,588,Madelina Mattheeuw,mmattheeuwc5@amazonaws.com,China
439,1752.96,11/24/2021,South America,In-store,755,Abelard O'Gaven,aogavenc6@hc360.com,Moldova
440,9783.0,4/21/2021,South America,Direct sales,925,Marlon Makinson,mmakinsonc7@thetimes.co.uk,Sweden
441,2183.73,3/25/2021,Africa,Online,366,Patrica Nann,pnannc8@google.ca,Portugal
442,9385.5,3/23/2021,South America,In-store,430,Stephie Skerme,sskermec9@phpbb.com,Canada
443,560.89,8/15/2021,Asia,In-store,236,Bernard Stenyng,bstenyngca@redcross.org,Estonia
444,6814.07,6/15/2021,Africa,Online,509,Gert Coathup,gcoathupcb@ed.gov,Palestinian Territory
445,6906.55,4/9/2021,Asia,Distributor,932,Maximilianus Pentin,mpentincc@behance.net,China
446,5265.24,3/9/2021,South America,Online,306,Agatha Sibylla,asibyllacd@aboutads.info,Indonesia
447,5715.94,2/19/2021,South America,Distributor,705,Salli Pfeifer,spfeiferce@deviantart.com,Sweden
448,6902.48,12/8/2021,North America,Distributor,337,Maurise Bines,mbinescf@example.com,South Korea
449,1280.08,1/20/2021,Europe,Online,311,Pietrek McGiven,pmcgivencg@auda.org.au,Brazil
450,3639.18,5/19/2021,North America,Online,854,Rafe Filippo,rfilippoch@indiatimes.com,Sweden
451,3730.93,7/13/2021,Asia,In-store,293,Mel Inkpen,minkpenci@godaddy.com,Brazil
452,9926.32,3/23/2021,Europe,Direct sales,393,Tricia Fuentes,tfuentescj@etsy.com,China
453,1598.32,7/1/2021,Europe,Direct sales,676,Jacob Dawney,jdawneyck@patch.com,Indonesia
454,4893.24,1/10/2021,Africa,Distributor,204,Jacquie Neighbour,jneighbourcl@hubpages.com,France
455,7824.83,2/13/2021,South America,Distributor,284,Ced Bugs,cbugscm@aol.com,Bosnia and Herzegovina
456,4716.42,8/24/2021,Asia,Distributor,234,Valentine Hulse,vhulsecn@timesonline.co.uk,Portugal
457,2911.44,6/29/2021,Asia,In-store,484,Paule Amner,pamnerco@twitter.com,Argentina
458,299.01,3/27/2021,Europe,Direct sales,274,Lilllie O'Heagertie,loheagertiecp@woothemes.com,Russia
459,6940.3,6/5/2021,North America,Online,679,Vicki Vardy,vvardycq@canalblog.com,Russia
460,9750.24,11/15/2021,Africa,In-store,155,Ashby Kermath,akermathcr@csmonitor.com,Greece
461,5274.94,3/3/2021,South America,Direct sales,895,Hymie Kenyon,hkenyoncs@ox.ac.uk,Philippines
462,526.51,4/25/2021,Asia,Direct sales,401,Nollie Etherton,nethertonct@fc2.com,Poland
463,5836.67,10/24/2021,North America,Direct sales,822,Roanne Matuszkiewicz,rmatuszkiewiczcu@nsw.gov.au,China
464,8803.08,11/19/2021,South America,Direct sales,966,Brooke Toman,btomancv@mail.ru,Philippines
465,659.83,2/17/2021,Asia,Direct sales,522,Jermain Rawling,jrawlingcw@moonfruit.com,Indonesia
466,2919.48,5/11/2021,South America,Online,564,Clementina Perrinchief,cperrinchiefcx@spiegel.de,China
467,5665.91,6/11/2021,North America,In-store,951,Kari Lowrie,klowriecy@youtu.be,Brazil
468,1980.66,11/6/2021,South America,Online,940,Shanon Hellwich,shellwichcz@github.com,Venezuela
469,4489.32,7/3/2021,South America,Online,454,Roda Mullineux,rmullineuxd0@fema.gov,Indonesia
470,5760.23,7/12/2021,Europe,Online,337,Bebe Vidgen,bvidgend1@vistaprint.com,Palestinian Territory
471,6467.55,4/8/2021,Europe,Direct sales,465,Sidoney King,skingd2@marketwatch.com,Chile
472,8998.02,3/25/2021,North America,Direct sales,235,Shoshana Aleshkov,saleshkovd3@themeforest.net,Ukraine
473,1240.23,6/7/2021,South America,Distributor,396,Sonny Iacomelli,siacomellid4@hp.com,Colombia
474,3234.53,8/7/2021,Africa,Distributor,81,Sarina Orniz,sornizd5@cdbaby.com,China
475,2230.11,2/26/2021,Africa,Online,639,Moritz Sherwill,msherwilld6@macromedia.com,Japan
476,5863.0,10/5/2021,Europe,In-store,256,Nanci Capelow,ncapelowd7@berkeley.edu,Thailand
477,9649.85,4/28/2021,Asia,Online,610,Deana Lujan,dlujand8@house.gov,Peru
478,3384.91,12/22/2021,Europe,In-store,75,Joanie Liffey,jliffeyd9@hugedomains.com,Poland
479,2436.78,3/7/2021,North America,Direct sales,857,Chauncey Whyberd,cwhyberdda@facebook.com,Vietnam
480,3544.68,7/22/2021,Asia,Distributor,808,Gaelan Carlucci,gcarluccidb@marriott.com,Bangladesh
481,6648.15,5/17/2021,Europe,Direct sales,971,Calli Baudains,cbaudainsdc@microsoft.com,Portugal
482,5948.52,5/13/2021,Asia,In-store,324,Sherill Blanc,sblancdd@symantec.com,China
483,7247.51,8/20/2021,South America,Direct sales,868,Rockey Diggens,rdiggensde@shop-pro.jp,Philippines
484,2524.39,11/21/2021,Asia,Direct sales,971,Alexandra Poynser,apoynserdf@blogs.com,Poland
485,591.98,3/10/2021,North America,Online,469,Hermy Vasilenko,hvasilenkodg@home.pl,Philippines
486,8788.55,2/9/2021,North America,Direct sales,993,Llewellyn Negal,lnegaldh@gmpg.org,Indonesia
487,3153.11,9/5/2021,Europe,Online,993,Gray Parrott,gparrottdi@dmoz.org,China
488,1736.86,9/11/2021,Asia,In-store,610,Padget Vakhrushev,pvakhrushevdj@shutterfly.com,Brazil
489,1333.89,1/13/2021,North America,Distributor,691,Brittne Renner,brennerdk@japanpost.jp,Tanzania
490,6758.99,6/23/2021,Africa,In-store,57,Johann Beamont,jbeamontdl@sciencedaily.com,China
491,4106.31,4/10/2021,North America,Distributor,847,Curt Hawksby,chawksbydm@sbwire.com,China
492,123.86,10/14/2021,Europe,Online,96,Martguerita Casali,mcasalidn@weebly.com,Belgium
493,9685.91,12/29/2021,Asia,Online,526,Vivian Giraudeau,vgiraudeaudo@un.org,Indonesia
494,1386.54,4/13/2021,Africa,Distributor,866,Waring de Leon,wdedp@si.edu,France
495,1384.68,10/15/2021,South America,Online,30,Alfie Bollam,abollamdq@e-recht24.de,Micronesia
496,7237.79,1/27/2021,North America,Direct sales,57,Evyn Hacket,ehacketdr@clickbank.net,Russia
497,5828.88,10/2/2021,Africa,In-store,401,Siusan Bickerdicke,sbickerdickeds@usatoday.com,Czech Republic
498,9988.7,10/17/2021,North America,In-store,926,Steffen Pengilly,spengillydt@home.pl,Brazil
499,8806.61,6/29/2021,Africa,In-store,832,Lynn Monument,lmonumentdu@ocn.ne.jp,China
500,6798.93,9/13/2021,North America,In-store,125,Cris Pettipher,cpettipherdv@wikia.com,Indonesia
501,5768.32,3/19/2021,Africa,Online,125,Cristionna Chivers,cchiversdw@soundcloud.com,China
502,1586.81,4/9/2021,North America,Online,530,Julianna Eager,jeagerdx@newyorker.com,Armenia
503,9576.33,10/15/2021,Asia,In-store,170,Sophey Jewkes,sjewkesdy@free.fr,Lithuania
504,5020.89,6/28/2021,South America,Direct sales,375,Tallou Rosling,troslingdz@newsvine.com,China
505,3604.44,11/6/2021,Europe,Direct sales,5,Morse Rought,mroughte0@wufoo.com,Indonesia
506,8478.02,6/30/2021,North America,Distributor,887,Harley Moreno,hmorenoe1@wix.com,Canada
507,2584.83,6/30/2021,Europe,In-store,582,Harv Ezele,hezelee2@cbc.ca,Finland
508,2490.56,2/25/2021,South America,In-store,218,Gail Grouse,ggrousee3@csmonitor.com,China
509,3716.22,9/21/2021,Asia,In-store,52,Meagan Mattiazzo,mmattiazzoe4@dagondesign.com,Thailand
510,6787.91,12/23/2021,South America,Distributor,699,Odelinda Scarasbrick,oscarasbricke5@yolasite.com,China
511,7045.48,8/9/2021,South America,Distributor,763,Kim Jagels,kjagelse6@ihg.com,Greece
512,8231.33,7/16/2021,South America,In-store,638,Gonzales Dillimore,gdillimoree7@bing.com,United States
513,9642.45,4/23/2021,Asia,Direct sales,299,Gardy Sigward,gsigwarde8@unblog.fr,China
514,9210.66,8/2/2021,South America,Online,492,Todd Entwhistle,tentwhistlee9@vinaora.com,Philippines
515,3461.05,7/6/2021,Europe,Distributor,873,Mischa Ismail,mismailea@yahoo.com,Philippines
516,5252.93,6/26/2021,Africa,Distributor,746,Lillis Marritt,lmarritteb@google.nl,Indonesia
517,5813.58,6/27/2021,Africa,Distributor,28,Abelard Eyres,aeyresec@shutterfly.com,Portugal
518,2633.68,1/4/2021,Europe,Distributor,338,Henrie Vearncomb,hvearncombed@goo.ne.jp,Syria
519,721.17,11/22/2021,Asia,Distributor,262,Dulciana Bengtsen,dbengtsenee@examiner.com,Philippines
520,8713.0,12/15/2021,North America,Direct sales,349,Asa Deason,adeasonef@amazonaws.com,Democratic Republic of the Congo
521,9020.23,8/12/2021,North America,Direct sales,782,Fayth Cunnow,fcunnoweg@multiply.com,Norway
522,2127.29,9/24/2021,Europe,Online,147,Lula McIlwain,lmcilwaineh@fotki.com,Philippines
523,6690.1,3/25/2021,North America,Online,944,Doti Jacobi,djacobiei@army.mil,Malaysia
524,9184.56,6/15/2021,North America,Online,1,Craig Burland,cburlandej@google.com.hk,Russia
525,1365.12,8/11/2021,North America,Distributor,417,Sully Kleinert,skleinertek@gmpg.org,Brazil
526,9547.12,3/20/2021,Asia,Distributor,607,Nevins Longstreet,nlongstreetel@columbia.edu,Japan
527,6077.24,11/14/2021,North America,Distributor,304,Beau Wellbank,bwellbankem@ibm.com,Uzbekistan
528,4222.75,4/16/2021,South America,Online,375,Arlen Bertenshaw,abertenshawen@ovh.net,South Africa
529,7063.05,1/7/2021,Asia,In-store,348,Jonathan Bachelor,jbacheloreo@wikia.com,China
530,2896.71,7/6/2021,South America,Online,470,Allene Ludford,aludfordep@mozilla.org,Russia
531,176.16,3/26/2021,Europe,Online,817,Sophronia Meneer,smeneereq@oracle.com,China
532,6788.27,5/21/2021,South America,Online,520,Kaycee Lemin,kleminer@uol.com.br,Czech Republic
533,3116.38,11/2/2021,North America,In-store,336,Aland Niblock,aniblockes@ameblo.jp,Tanzania
534,5487.0,7/10/2021,South America,In-store,963,Eran Clues,eclueset@4shared.com,Kyrgyzstan
535,9145.17,1/29/2021,Asia,Online,954,Davon O'Geaney,dogeaneyeu@merriam-webster.com,Ireland
536,9118.5,6/13/2021,Asia,In-store,659,Amara Swatland,aswatlandev@arstechnica.com,China
537,5914.69,8/23/2021,North America,Distributor,604,Tessy Bockett,tbockettew@mit.edu,Ukraine
538,5965.44,1/24/2021,North America,Online,795,Bevon Kembry,bkembryex@usgs.gov,Belarus
539,9818.3,9/10/2021,Africa,Distributor,11,Skippie Porcas,sporcasey@samsung.com,Czech Republic
